20,Tanya Rivera,Economics,2023-Fall,3,14,14,15,47,43,3.62,0,17100
20,Tanya Rivera,Economics,2024-Spring,3,59,20,12,42,91,3.08,0,41100
20,Tanya Rivera,Economics,2024-Fall,3,57,28,6,51,91,4.16,0,41500
21,Luis Hancock,Computer Science,2023-Fall,3,24,12,9,43,45,3.61,0,19500
21,Luis Hancock,Computer Science,2024-Spring,2,32,22,11,153,65,4.94,1,38100
21,Luis Hancock,Computer Science,2024-Fall,4,10,8,8,45,26,3.62,0,10600
22,Sarah Brooks,Physics,2023-Fall,3,13,11,20,106,44,4.48,1,26900
22,Sarah Brooks,Physics,2024-Spring,2,54,22,9,182,85,4.42,1,48500
22,Sarah Brooks,Physics,2024-Fall,4,38,9,18,39,65,4.15,0,28000
23,Melissa Lloyd,Mathematics,2023-Fall,3,37,14,7,111,58,3.09,0,26200
23,Melissa Lloyd,Mathematics,2024-Spring,2,36,28,5,146,69,4.62,1,40700
23,Melissa Lloyd,Mathematics,2024-Fall,4,25,23,20,54,68,3.27,0,27700
24,John Ortiz Jr.,History,2023-Fall,4,52,16,17,108,85,3.61,0,37500
24,John Ortiz Jr.,History,2024-Spring,4,38,6,8,151,52,4.39,1,33800
24,John Ortiz Jr.,History,2024-Fall,4,44,13,16,62,73,4.59,1,42000
25,Jimmy Wallace,Physics,2023-Fall,1,24,7,15,33,46,3.45,0,19300
25,Jimmy Wallace,Physics,2024-Spring,4,29,22,19,130,70,3.35,0,29000
25,Jimmy Wallace,Physics,2024-Fall,4,22,21,12,190,55,3.81,0,23000
26,Natalie Williams MD,History,2023-Fall,1,21,18,10,122,49,3.93,0,20700
26,Natalie Williams MD,History,2024-Spring,3,22,23,19,109,64,4.52,1,35900
26,Natalie Williams MD,History,2024-Fall,4,42,5,5,186,52,3.95,0,24500
27,Ashley Smith,History,2023-Fall,2,20,22,8,26,50,4.12,0,21200
27,Ashley Smith,History,2024-Spring,3,43,20,16,200,79,4.92,1,44300
27,Ashley Smith,History,2024-Fall,2,23,18,19,184,60,4.73,1,34400
28,Kimberly Collins,Economics,2023-Fall,3,40,20,20,107,80,3.43,0,34000
28,Kimberly Collins,Economics,2024-Spring,3,48,7,10,167,65,3.82,0,29800
28,Kimberly Collins,Economics,2024-Fall,4,49,20,8,37,77,3.75,0,34900
29,Daniel Taylor,Economics,2023-Fall,4,56,7,7,42,70,3.27,0,32900
29,Daniel Taylor,Economics,2024-Spring,1,32,21,13,53,66,4.44,1,38300
29,Daniel Taylor,Economics,2024-Fall,1,39,17,17,60,73,4.38,1,41400
30,Tanya Oliver,History,2023-Fall,4,10,9,8,72,27,3.62,0,11000
30,Tanya Oliver,History,2024-Spring,3,12,26,13,95,51,3.99,0,20300
30,Tanya Oliver,History,2024-Fall,4,16,13,11,86,40,4.8,1,26500
31,Amy Weaver,Mathematics,2023-Fall,2,30,5,20,54,55,4.41,1,33000
31,Amy Weaver,Mathematics,2024-Spring,1,13,22,7,191,42,4.29,1,27400
31,Amy Weaver,Mathematics,2024-Fall,1,33,21,19,169,73,3.38,0,30600
32,Cindy Ortega,Physics,2023-Fall,1,14,10,18,148,42,4.34,1,26400
32,Cindy Ortega,Physics,2024-Spring,2,27,18,17,99,62,3.17,0,25800
32,Cindy Ortega,Physics,2024-Fall,1,30,11,7,90,48,4.54,1,31500
33,Rebecca Acosta,Mathematics,2023-Fall,3,40,16,14,180,70,4.26,1,40600
33,Rebecca Acosta,Mathematics,2024-Spring,3,37,6,19,152,62,4.53,1,36600
33,Rebecca Acosta,Mathematics,2024-Fall,4,28,13,5,69,46,4.67,1,30700
34,Jerry Brown,Physics,2023-Fall,4,41,16,18,191,75,4.21,1,42300
34,Jerry Brown,Physics,2024-Spring,2,46,23,16,42,85,4.5,1,47000
34,Jerry Brown,Physics,2024-Fall,3,31,29,5,117,65,4.28,1,38600
35,Betty Jones,History,2023-Fall,3,23,12,9,162,44,3.38,0,19000
35,Betty Jones,History,2024-Spring,1,22,15,10,67,47,4.0,0,20000
35,Betty Jones,History,2024-Fall,4,13,7,15,66,35,4.68,1,23800
36,Matthew Johnson,Physics,2023-Fall,4,34,7,5,101,46,4.82,1,31300
36,Matthew Johnson,Physics,2024-Spring,2,11,23,19,199,53,3.68,0,20400
36,Matthew Johnson,Physics,2024-Fall,4,50,6,16,91,72,4.23,1,42200
37,Jon Powell,Mathematics,2023-Fall,3,60,12,5,71,77,4.73,1,46300
37,Jon Powell,Mathematics,2024-Spring,3,48,25,7,37,80,4.94,1,46100
37,Jon Powell,Mathematics,2024-Fall,1,51,24,7,174,82,4.68,1,47200
38,Rebecca Villegas,Mathematics,2023-Fall,2,49,30,13,43,92,4.62,1,50400
38,Rebecca Villegas,Mathematics,2024-Spring,1,56,26,20,183,102,3.37,0,44400
38,Rebecca Villegas,Mathematics,2024-Fall,1,32,17,19,114,68,3.25,0,28500
39,Rita Wagner,Computer Science,2023-Fall,2,40,13,13,143,66,3.3,0,29100
39,Rita Wagner,Computer Science,2024-Spring,2,44,16,13,103,73,4.44,1,42300
39,Rita Wagner,Computer Science,2024-Fall,2,33,24,12,125,69,4.13,0,29700
40,Willie Brown,Computer Science,2023-Fall,1,22,22,9,109,53,4.03,0,22500
40,Willie Brown,Computer Science,2024-Spring,4,19,11,16,39,46,4.53,1,28700
40,Willie Brown,Computer Science,2024-Fall,2,48,25,10,23,83,4.41,1,47000
41,Calvin Richardson,Mathematics,2023-Fall,1,12,16,6,130,34,3.67,0,14200
41,Calvin Richardson,Mathematics,2024-Spring,4,16,24,20,135,60,3.23,0,23600
41,Calvin Richardson,Mathematics,2024-Fall,3,40,23,13,44,76,4.73,1,43100
42,Jacob Fuller,Computer Science,2023-Fall,1,19,22,17,99,58,3.31,0,23400
42,Jacob Fuller,Computer Science,2024-Spring,4,11,11,19,27,41,3.25,0,15600
42,Jacob Fuller,Computer Science,2024-Fall,3,14,18,16,34,48,4.18,0,19000
43,Albert Anderson,Physics,2023-Fall,1,37,5,10,164,52,3.37,0,23500
43,Albert Anderson,Physics,2024-Spring,1,39,13,7,115,59,4.72,1,36800
43,Albert Anderson,Physics,2024-Fall,3,14,25,6,195,45,4.17,0,18800
44,Melissa Branch,Mathematics,2023-Fall,1,45,8,12,61,65,3.59,0,29300
44,Melissa Branch,Mathematics,2024-Spring,1,59,5,10,167,74,4.49,1,44500
44,Melissa Branch,Mathematics,2024-Fall,3,25,21,16,23,62,3.26,0,25700
45,Nicole Lin,Physics,2023-Fall,1,13,19,16,109,48,3.47,0,18900
45,Nicole Lin,Physics,2024-Spring,4,14,12,7,58,33,3.6,0,13900
45,Nicole Lin,Physics,2024-Fall,4,12,27,18,29,57,4.41,1,32200
46,Tammy Cervantes,Economics,2023-Fall,2,56,7,19,136,82,4.66,1,46500
46,Tammy Cervantes,Economics,2024-Spring,4,25,26,13,84,64,4.62,1,36800
46,Tammy Cervantes,Economics,2024-Fall,2,57,23,14,24,94,3.49,0,41900
47,Timothy Gonzalez,History,2023-Fall,4,58,21,7,24,86,3.29,0,39500
47,Timothy Gonzalez,History,2024-Spring,1,56,9,8,183,73,4.92,1,44000
47,Timothy Gonzalez,History,2024-Fall,3,26,30,7,134,63,3.23,0,27100
48,Mario Smith,Computer Science,2023-Fall,3,17,7,11,51,35,3.74,0,14600
48,Mario Smith,Computer Science,2024-Spring,3,38,26,17,49,81,4.91,1,44500
48,Mario Smith,Computer Science,2024-Fall,2,37,23,19,138,79,4.78,1,43400
49,Charles Perez,Computer Science,2023-Fall,2,22,10,5,188,37,3.1,0,16500
49,Charles Perez,Computer Science,2024-Spring,1,14,27,5,90,46,4.77,1,29300
49,Charles Perez,Computer Science,2024-Fall,1,31,12,5,166,48,3.96,0,21800
50,Madeline Walker,Economics,2023-Fall,4,36,5,6,65,47,4.52,1,31800
50,Madeline Walker,Economics,2024-Spring,1,42,6,20,161,68,4.44,1,39400
50,Madeline Walker,Economics,2024-Fall,3,46,19,8,115,73,4.94,1,43000
51,Nicholas Green,History,2023-Fall,2,14,30,13,144,57,3.37,0,22900
51,Nicholas Green,History,2024-Spring,2,11,11,12,143,34,4.4,1,23500
51,Nicholas Green,History,2024-Fall,4,41,20,12,163,73,3.78,0,32100
52,Robert Welch,Physics,2023-Fall,4,60,10,20,61,90,4.01,0,40000
52,Robert Welch,Physics,2024-Spring,3,55,18,12,83,85,3.41,0,38300
52,Robert Welch,Physics,2024-Fall,2,12,25,5,187,42,4.43,1,27500
53,Tracey Carter,Mathematics,2023-Fall,3,51,27,9,47,87,3.54,0,39000
53,Tracey Carter,Mathematics,2024-Spring,3,59,15,20,28,94,3.46,0,41500
53,Tracey Carter,Mathematics,2024-Fall,1,41,28,6,29,75,3.33,0,33500
54,Cathy Miles,Mathematics,2023-Fall,1,25,16,7,85,48,3.04,0,21000
54,Cathy Miles,Mathematics,2024-Spring,2,47,20,13,129,80,4.73,1,45400
54,Cathy Miles,Mathematics,2024-Fall,2,15,17,14,174,46,4.82,1,28500
55,Melissa Gonzalez,Physics,2023-Fall,3,41,29,17,99,87,3.22,0,37200
55,Melissa Gonzalez,Physics,2024-Spring,2,53,27,15,188,95,3.89,0,41800
55,Melissa Gonzalez,Physics,2024-Fall,2,36,15,17,150,68,3.87,0,29100
56,Michael Jones,Mathematics,2023-Fall,4,45,19,17,26,81,4.35,1,45200
56,Michael Jones,Mathematics,2024-Spring,4,44,12,18,82,74,4.33,1,42200
56,Michael Jones,Mathematics,2024-Fall,4,58,9,16,198,83,3.75,0,37400
57,Patrick Walker,Physics,2023-Fall,3,41,21,12,64,74,4.4,1,42500
57,Patrick Walker,Physics,2024-Spring,3,44,24,15,150,83,4.15,0,36100
57,Patrick Walker,Physics,2024-Fall,4,29,26,18,35,73,3.21,0,30300
58,Eileen Johnson,History,2023-Fall,1,29,15,6,154,50,3.45,0,22300
58,Eileen Johnson,History,2024-Spring,2,11,26,11,165,48,3.96,0,19200
58,Eileen Johnson,History,2024-Fall,2,38,13,14,39,65,4.09,0,28400
59,Scott Martinez,Mathematics,2023-Fall,4,33,16,15,90,64,3.36,0,27400
59,Scott Martinez,Mathematics,2024-Spring,2,20,14,17,91,51,3.94,0,20700
59,Scott Martinez,Mathematics,2024-Fall,1,58,20,11,58,89,4.47,1,50300
60,Suzanne Smith,Computer Science,2023-Fall,2,35,17,8,77,60,4.1,0,26700
60,Suzanne Smith,Computer Science,2024-Spring,1,38,14,5,48,57,3.77,0,26100
60,Suzanne Smith,Computer Science,2024-Fall,4,59,20,7,68,86,3.53,0,39600
61,Kelli Jones,Economics,2023-Fall,2,26,25,17,29,68,3.99,0,28100
61,Kelli Jones,Economics,2024-Spring,2,59,13,12,68,84,4.04,0,38300
61,Kelli Jones,Economics,2024-Fall,4,44,18,17,193,79,3.06,0,34300
62,Timothy James,Mathematics,2023-Fall,2,52,12,16,69,80,3.62,0,35600
62,Timothy James,Mathematics,2024-Spring,4,45,16,14,85,75,3.14,0,33100
62,Timothy James,Mathematics,2024-Fall,3,38,11,19,154,68,3.52,0,29100
63,Tyler Wright,Economics,2023-Fall,2,26,18,6,128,50,4.2,0,22000
63,Tyler Wright,Economics,2024-Spring,3,52,24,12,117,88,3.41,0,39200
63,Tyler Wright,Economics,2024-Fall,3,45,15,10,103,70,4.2,0,31500
64,Troy Brown,Economics,2023-Fall,3,52,9,10,105,71,4.59,1,42600
64,Troy Brown,Economics,2024-Spring,4,22,18,16,77,56,4.24,1,33000
64,Troy Brown,Economics,2024-Fall,4,49,22,20,104,91,4.79,1,49300
65,Mr. Kenneth Gonzalez Jr.,Computer Science,2023-Fall,2,58,8,11,199,77,4.94,1,45500
65,Mr. Kenneth Gonzalez Jr.,Computer Science,2024-Spring,1,58,12,12,170,82,3.77,0,37400
65,Mr. Kenneth Gonzalez Jr.,Computer Science,2024-Fall,4,30,18,16,107,64,4.37,1,37000
66,Nicole Cervantes,Economics,2023-Fall,1,21,21,19,176,61,4.62,1,34600
66,Nicole Cervantes,Economics,2024-Spring,3,15,15,20,163,50,4.16,0,19500
66,Nicole Cervantes,Economics,2024-Fall,1,52,17,17,196,86,4.55,1,47900
67,Rebecca Hale,History,2023-Fall,2,20,5,9,157,34,3.26,0,14700
67,Rebecca Hale,History,2024-Spring,2,18,28,14,180,60,4.85,1,34400
67,Rebecca Hale,History,2024-Fall,1,60,16,15,32,91,3.65,0,40900
68,Rhonda Lawrence,Mathematics,2023-Fall,2,33,14,7,62,54,4.55,1,34200
68,Rhonda Lawrence,Mathematics,2024-Spring,1,28,18,7,91,53,3.13,0,23300
68,Rhonda Lawrence,Mathematics,2024-Fall,3,38,9,15,167,62,4.06,0,27100
69,Christina Mendez,Physics,2023-Fall,4,42,27,17,196,86,4.61,1,46900
69,Christina Mendez,Physics,2024-Spring,3,11,13,11,68,35,4.73,1,24000
69,Christina Mendez,Physics,2024-Fall,4,13,6,16,100,35,3.0,0,13700
70,Lauren Miles,Physics,2023-Fall,1,47,14,7,190,68,4.38,1,41200
70,Lauren Miles,Physics,2024-Spring,4,41,19,11,146,71,4.21,1,41400
70,Lauren Miles,Physics,2024-Fall,3,23,30,18,55,71,5.0,1,38900
71,Charles Woods,Economics,2023-Fall,4,31,21,15,20,67,4.52,1,38400
71,Charles Woods,Economics,2024-Spring,1,42,21,15,59,78,4.22,1,43900
71,Charles Woods,Economics,2024-Fall,2,38,16,14,164,68,3.31,0,29600
72,Patricia Conley,Computer Science,2023-Fall,3,19,19,9,29,47,3.47,0,19800
72,Patricia Conley,Computer Science,2024-Spring,3,11,12,6,161,29,3.81,0,12100
72,Patricia Conley,Computer Science,2024-Fall,2,11,14,17,112,42,3.59,0,16200
73,Katelyn Cooley,Economics,2023-Fall,2,17,15,12,61,44,4.38,1,28100
73,Katelyn Cooley,Economics,2024-Spring,2,39,10,16,50,65,3.38,0,28300
73,Katelyn Cooley,Economics,2024-Fall,2,20,19,5,195,44,3.2,0,19100
74,Denise Bell,Mathematics,2023-Fall,1,33,29,9,122,71,4.9,1,40800
74,Denise Bell,Mathematics,2024-Spring,2,43,28,7,168,78,3.33,0,34800
74,Denise Bell,Mathematics,2024-Fall,3,30,12,18,131,60,4.39,1,35200
75,Lee Erickson,Computer Science,2023-Fall,3,50,21,15,173,86,4.35,1,47900
75,Lee Erickson,Computer Science,2024-Spring,1,15,13,8,135,36,3.82,0,15100
75,Lee Erickson,Computer Science,2024-Fall,3,39,17,13,75,69,4.26,1,40200
76,Jonathan Anderson,History,2023-Fall,1,17,23,10,24,50,3.3,0,20700
76,Jonathan Anderson,History,2024-Spring,1,57,8,10,180,75,3.09,0,34700
76,Jonathan Anderson,History,2024-Fall,3,50,24,17,187,91,3.3,0,39700
77,Brian Richard,Computer Science,2023-Fall,3,60,23,14,134,97,3.45,0,43400
77,Brian Richard,Computer Science,2024-Spring,3,13,11,16,142,40,3.25,0,15700
77,Brian Richard,Computer Science,2024-Fall,2,59,16,13,44,88,4.49,1,49800
78,Mark Collins,Economics,2023-Fall,2,26,24,6,132,56,3.41,0,24400
78,Mark Collins,Economics,2024-Spring,4,34,26,13,178,73,4.65,1,41300
78,Mark Collins,Economics,2024-Fall,1,45,22,12,47,79,4.67,1,44900
79,Jennifer Villarreal,History,2023-Fall,4,14,10,15,37,39,3.94,0,15500
79,Jennifer Villarreal,History,2024-Spring,3,47,24,10,187,81,3.8,0,36100
79,Jennifer Villarreal,History,2024-Fall,3,18,16,18,98,52,3.23,0,20800
80,Amber Garcia,Physics,2023-Fall,2,17,28,16,97,61,3.94,0,24500
80,Amber Garcia,Physics,2024-Spring,2,25,8,6,107,39,4.97,1,27500
80,Amber Garcia,Physics,2024-Fall,4,42,9,20,131,71,4.18,0,30600
81,Kevin Lewis,Computer Science,2023-Fall,1,39,29,14,121,82,4.46,1,45300
81,Kevin Lewis,Computer Science,2024-Spring,3,26,9,10,112,45,4.3,1,29600
81,Kevin Lewis,Computer Science,2024-Fall,1,49,6,16,46,71,3.54,0,31700
82,Samantha Brooks,Mathematics,2023-Fall,2,13,11,6,123,30,4.8,1,22700
82,Samantha Brooks,Mathematics,2024-Spring,1,54,27,20,195,101,4.19,0,43800
82,Samantha Brooks,Mathematics,2024-Fall,3,12,9,16,174,37,4.24,1,24400
83,Tanya Rose,Mathematics,2023-Fall,3,56,30,8,102,94,4.64,1,52400
83,Tanya Rose,Mathematics,2024-Spring,4,51,16,17,35,84,4.28,1,47000
83,Tanya Rose,Mathematics,2024-Fall,3,14,9,9,122,32,4.28,1,23300
84,Leslie Reyes,Mathematics,2023-Fall,2,26,22,11,69,59,4.72,1,35100
84,Leslie Reyes,Mathematics,2024-Spring,3,36,15,19,154,70,3.55,0,29700
84,Leslie Reyes,Mathematics,2024-Fall,3,11,8,20,128,39,4.1,0,14700
85,Jesse Scott,Physics,2023-Fall,1,24,23,19,85,66,3.77,0,26900
85,Jesse Scott,Physics,2024-Spring,1,21,8,5,162,34,4.36,1,25200
85,Jesse Scott,Physics,2024-Fall,3,40,20,5,117,65,4.0,0,29500
86,Eric Hawkins,Economics,2023-Fall,2,11,6,7,169,24,3.09,0,10000
86,Eric Hawkins,Economics,2024-Spring,4,53,11,18,58,82,3.23,0,36300
86,Eric Hawkins,Economics,2024-Fall,4,10,16,20,79,46,3.09,0,17400
87,Randy Pruitt,Computer Science,2023-Fall,1,40,19,14,60,73,3.62,0,31800
87,Randy Pruitt,Computer Science,2024-Spring,4,51,30,20,87,101,4.56,1,53500
87,Randy Pruitt,Computer Science,2024-Fall,4,45,23,5,84,73,3.38,0,33200
88,Bryan Jones,Computer Science,2023-Fall,2,54,17,19,195,90,3.62,0,39500
88,Bryan Jones,Computer Science,2024-Spring,3,24,19,6,197,49,4.29,1,31400
88,Bryan Jones,Computer Science,2024-Fall,3,36,9,16,98,61,4.57,1,36400
89,Christopher Williams DDS,Physics,2023-Fall,3,25,10,16,39,51,4.04,0,21300
89,Christopher Williams DDS,Physics,2024-Spring,4,46,13,18,34,77,4.59,1,43600
89,Christopher Williams DDS,Physics,2024-Fall,4,54,10,10,47,74,3.21,0,34000
90,Joseph Rollins,Physics,2023-Fall,4,60,26,16,144,102,4.42,1,55200
90,Joseph Rollins,Physics,2024-Spring,3,38,23,16,146,77,4.39,1,43000
90,Joseph Rollins,Physics,2024-Fall,2,14,10,16,190,40,4.7,1,25800
91,Melanie Maldonado,Physics,2023-Fall,2,55,11,13,28,79,4.64,1,45800
91,Melanie Maldonado,Physics,2024-Spring,4,16,25,16,148,57,4.09,0,22800
91,Melanie Maldonado,Physics,2024-Fall,1,37,13,9,51,59,3.91,0,26400
92,Marie Spence,Economics,2023-Fall,1,45,11,9,144,65,3.67,0,29600
92,Marie Spence,Economics,2024-Spring,4,37,19,18,56,74,3.03,0,31500
92,Marie Spence,Economics,2024-Fall,2,55,29,10,41,94,3.87,0,42100
93,Kayla Cook,Physics,2023-Fall,4,20,26,11,161,57,3.04,0,23700
93,Kayla Cook,Physics,2024-Spring,3,57,27,5,126,89,4.04,0,40800
93,Kayla Cook,Physics,2024-Fall,2,35,15,8,166,58,3.77,0,25900
94,Courtney Jenkins,Economics,2023-Fall,4,48,9,16,57,73,3.04,0,32400
94,Courtney Jenkins,Economics,2024-Spring,4,39,28,8,102,75,4.3,1,43100
94,Courtney Jenkins,Economics,2024-Fall,1,16,17,12,58,45,3.26,0,18400
95,Gary Brown,Physics,2023-Fall,2,55,21,19,152,95,4.52,1,51600
95,Gary Brown,Physics,2024-Spring,4,48,12,13,89,73,3.98,0,32700
95,Gary Brown,Physics,2024-Fall,3,42,26,9,186,77,3.99,0,34100
96,Omar Valenzuela,Physics,2023-Fall,1,28,29,13,62,70,4.67,1,39500
96,Omar Valenzuela,Physics,2024-Spring,2,18,14,5,72,37,4.43,1,26100
96,Omar Valenzuela,Physics,2024-Fall,4,49,23,12,82,84,4.64,1,47300
97,Benjamin Mcgee,Physics,2023-Fall,3,38,27,15,171,80,4.72,1,44300
97,Benjamin Mcgee,Physics,2024-Spring,3,51,25,19,139,95,4.99,1,51200
97,Benjamin Mcgee,Physics,2024-Fall,3,25,21,10,125,56,3.66,0,23900
98,Nancy Cameron,History,2023-Fall,4,52,16,10,113,78,3.17,0,35400
98,Nancy Cameron,History,2024-Spring,1,33,29,6,173,68,4.2,0,29900
98,Nancy Cameron,History,2024-Fall,3,36,9,18,40,63,3.88,0,27000
99,Debra Richardson,Economics,2023-Fall,4,52,25,15,95,92,4.39,1,50500
99,Debra Richardson,Economics,2024-Spring,3,58,26,12,50,96,3.28,0,43000
99,Debra Richardson,Economics,2024-Fall,2,45,23,12,137,80,3.87,0,35300
100,Howard Fox,Mathematics,2023-Fall,3,59,16,12,97,87,4.57,1,49500
100,Howard Fox,Mathematics,2024-Spring,1,57,20,12,44,89,3.56,0,40100
100,Howard Fox,Mathematics,2024-Fall,3,12,6,13,176,31,4.13,0,12300
101,Robin Walsh,Economics,2023-Fall,4,17,23,7,87,47,4.77,1,29800
101,Robin Walsh,Economics,2024-Spring,4,37,28,9,137,74,3.6,0,32400
101,Robin Walsh,Economics,2024-Fall,2,24,25,19,188,68,3.91,0,27700
102,Charles Simmons,Physics,2023-Fall,3,54,28,13,188,95,4.0,0,42100
102,Charles Simmons,Physics,2024-Spring,3,52,12,13,156,77,3.56,0,34700
102,Charles Simmons,Physics,2024-Fall,1,49,7,9,195,65,3.58,0,30000
103,Stephen Duke,Mathematics,2023-Fall,4,60,24,13,113,97,3.47,0,43500
103,Stephen Duke,Mathematics,2024-Spring,4,11,13,17,63,41,4.19,0,15800
103,Stephen Duke,Mathematics,2024-Fall,1,53,8,7,41,68,3.2,0,31800
104,Cynthia Chavez,Computer Science,2023-Fall,2,44,24,10,102,78,3.47,0,34600
104,Cynthia Chavez,Computer Science,2024-Spring,3,24,25,8,179,57,4.59,1,34400
104,Cynthia Chavez,Computer Science,2024-Fall,2,30,30,14,78,74,4.07,0,31200
105,Thomas Scott,Economics,2023-Fall,2,19,10,16,108,45,3.47,0,18300
105,Thomas Scott,Economics,2024-Spring,1,60,8,16,142,84,3.89,0,38000
105,Thomas Scott,Economics,2024-Fall,1,12,11,10,56,33,4.9,1,23400
106,Robert Chase,Physics,2023-Fall,4,46,13,10,161,69,4.04,0,31200
106,Robert Chase,Physics,2024-Spring,2,42,29,20,119,91,3.73,0,38600
106,Robert Chase,Physics,2024-Fall,3,14,21,8,23,43,3.43,0,17800
107,Brandon Cook,Mathematics,2023-Fall,2,59,16,16,96,91,4.5,1,50700
107,Brandon Cook,Mathematics,2024-Spring,1,48,10,7,21,65,4.24,1,40100
107,Brandon Cook,Mathematics,2024-Fall,1,40,20,13,80,73,3.53,0,31900
108,David Wilcox,Economics,2023-Fall,4,49,24,17,198,90,3.53,0,39200
108,David Wilcox,Economics,2024-Spring,2,43,24,18,175,85,3.83,0,36500
108,David Wilcox,Economics,2024-Fall,2,58,26,17,121,101,4.57,1,54500
